,date,pm25,AQI,Levels of Concern
772,2018-04-26,146.0,197.7,Unhealthy
773,2018-04-27,152.0,202.5,Very Unhealthy
774,2018-04-28,161.0,211.4,Very Unhealthy
775,2018-04-29,156.0,206.5,Very Unhealthy
776,2018-04-30,149.0,199.2,Unhealthy
777,2018-05-01,129.0,188.9,Unhealthy
778,2018-05-02,113.0,180.7,Unhealthy
779,2018-05-03,152.0,202.5,Very Unhealthy
780,2018-05-04,123.0,185.8,Unhealthy
781,2018-05-05,134.0,191.5,Unhealthy
782,2018-05-06,126.0,187.4,Unhealthy
783,2018-05-07,69.0,158.0,Unhealthy
784,2018-05-08,67.0,156.9,Unhealthy
785,2018-05-09,88.0,167.8,Unhealthy
786,2018-05-10,130.0,189.4,Unhealthy
787,2018-05-11,135.0,192.0,Unhealthy
788,2018-05-12,166.0,216.4,Very Unhealthy
789,2018-05-13,141.0,195.1,Unhealthy
790,2018-05-14,143.0,196.1,Unhealthy
791,2018-05-15,130.0,189.4,Unhealthy
792,2018-05-16,100.0,174.0,Unhealthy
793,2018-05-17,88.0,167.8,Unhealthy
794,2018-05-18,103.0,175.5,Unhealthy
795,2018-05-19,115.0,181.7,Unhealthy
796,2018-05-20,101.0,174.5,Unhealthy
797,2018-05-21,102.0,175.0,Unhealthy
798,2018-05-22,83.0,165.2,Unhealthy
799,2018-05-23,95.0,171.4,Unhealthy
800,2018-05-24,155.0,205.5,Very Unhealthy
801,2018-05-25,142.0,195.6,Unhealthy
802,2018-05-26,130.0,189.4,Unhealthy
803,2018-05-27,66.0,156.4,Unhealthy
804,2018-05-28,165.0,215.4,Very Unhealthy
805,2018-05-29,146.0,197.7,Unhealthy
806,2018-05-30,158.0,208.4,Very Unhealthy
807,2018-05-31,146.0,197.7,Unhealthy
808,2018-06-01,103.0,175.5,Unhealthy
809,2018-06-02,144.0,196.6,Unhealthy
810,2018-06-03,108.0,178.1,Unhealthy
811,2018-06-04,133.0,191.0,Unhealthy
812,2018-06-05,145.0,197.2,Unhealthy
813,2018-06-06,158.0,208.4,Very Unhealthy
814,2018-06-07,152.0,202.5,Very Unhealthy
815,2018-06-08,117.0,182.7,Unhealthy
816,2018-06-09,94.0,170.9,Unhealthy
817,2018-06-10,95.0,171.4,Unhealthy
818,2018-06-11,103.0,175.5,Unhealthy
819,2018-06-12,117.0,182.7,Unhealthy
820,2018-06-13,129.0,188.9,Unhealthy
821,2018-06-14,110.0,179.1,Unhealthy
822,2018-06-15,115.0,181.7,Unhealthy
823,2018-06-16,136.0,192.5,Unhealthy
824,2018-06-17,144.0,196.6,Unhealthy
825,2018-06-18,152.0,202.5,Very Unhealthy
826,2018-06-20,107.0,177.6,Unhealthy
827,2018-06-21,81.0,164.2,Unhealthy
828,2018-06-22,122.0,185.3,Unhealthy
829,2018-06-23,97.0,172.4,Unhealthy
830,2018-06-24,102.0,175.0,Unhealthy
831,2018-06-25,114.0,181.2,Unhealthy
832,2018-06-26,76.0,161.6,Unhealthy
833,2018-06-27,68.0,157.4,Unhealthy
834,2018-06-28,67.0,156.9,Unhealthy
835,2018-06-29,82.0,164.7,Unhealthy
836,2018-06-30,119.0,183.8,Unhealthy
837,2018-07-01,99.0,173.4,Unhealthy
658,2018-07-02,95.0,171.4,Unhealthy
659,2018-07-03,110.0,179.1,Unhealthy
660,2018-07-04,132.0,190.5,Unhealthy
661,2018-07-05,104.0,176.0,Unhealthy
662,2018-07-06,73.0,160.0,Unhealthy
663,2018-07-07,85.0,166.2,Unhealthy
664,2018-07-08,48.0,131.8,Unhealthy for Sensitive Groups
665,2018-07-09,80.0,163.6,Unhealthy
666,2018-07-10,72.0,159.5,Unhealthy
667,2018-07-11,126.0,187.4,Unhealthy
668,2018-07-12,113.0,180.7,Unhealthy
669,2018-07-13,84.0,165.7,Unhealthy
670,2018-07-14,74.0,160.5,Unhealthy
671,2018-07-15,98.0,172.9,Unhealthy
672,2018-07-16,99.0,173.4,Unhealthy
673,2018-07-17,116.0,182.2,Unhealthy
674,2018-07-18,119.0,183.8,Unhealthy
675,2018-07-19,104.0,176.0,Unhealthy
676,2018-07-20,98.0,172.9,Unhealthy
677,2018-07-21,105.0,176.5,Unhealthy
678,2018-07-22,115.0,181.7,Unhealthy
679,2018-07-23,112.0,180.1,Unhealthy
680,2018-07-24,85.0,166.2,Unhealthy
