,date,pm25,AQI,Levels of Concern
768,2018-05-10,49,134.2,Unhealthy for Sensitive Groups
769,2018-05-11,24,76.0,Moderate
770,2018-05-12,25,78.1,Moderate
771,2018-05-13,47,129.3,Unhealthy for Sensitive Groups
772,2018-05-14,24,76.0,Moderate
773,2018-05-15,35,99.2,Moderate
774,2018-05-16,53,144.1,Unhealthy for Sensitive Groups
775,2018-05-17,36,102.2,Unhealthy for Sensitive Groups
776,2018-05-18,30,88.6,Moderate
777,2018-05-19,23,73.9,Moderate
778,2018-05-20,27,82.3,Moderate
779,2018-05-21,26,80.2,Moderate
780,2018-05-22,26,80.2,Moderate
781,2018-05-23,27,82.3,Moderate
782,2018-05-24,37,104.7,Unhealthy for Sensitive Groups
783,2018-05-25,45,124.4,Unhealthy for Sensitive Groups
784,2018-05-26,41,114.5,Unhealthy for Sensitive Groups
785,2018-05-27,58,152.3,Unhealthy
786,2018-05-28,62,154.4,Unhealthy
787,2018-05-29,44,121.9,Unhealthy for Sensitive Groups
788,2018-05-30,26,80.2,Moderate
789,2018-05-31,32,92.8,Moderate
790,2018-06-01,32,92.8,Moderate
791,2018-06-02,50,136.7,Unhealthy for Sensitive Groups
792,2018-06-03,66,156.4,Unhealthy
793,2018-06-04,56,151.3,Unhealthy
794,2018-06-05,51,139.2,Unhealthy for Sensitive Groups
795,2018-06-06,45,124.4,Unhealthy for Sensitive Groups
796,2018-06-07,50,136.7,Unhealthy for Sensitive Groups
797,2018-06-08,31,90.7,Moderate
798,2018-06-09,19,65.5,Moderate
799,2018-06-10,23,73.9,Moderate
800,2018-06-11,65,155.9,Unhealthy
801,2018-06-12,65,155.9,Unhealthy
802,2018-06-13,15,57.1,Moderate
803,2018-06-14,14,55.0,Moderate
804,2018-06-15,17,61.3,Moderate
805,2018-06-16,18,63.4,Moderate
806,2018-06-17,19,65.5,Moderate
807,2018-06-18,20,67.6,Moderate
808,2018-06-19,30,88.6,Moderate
809,2018-06-20,52,141.6,Unhealthy for Sensitive Groups
810,2018-06-21,48,131.8,Unhealthy for Sensitive Groups
811,2018-06-22,36,102.2,Unhealthy for Sensitive Groups
812,2018-06-23,57,151.8,Unhealthy
813,2018-06-24,40,112.1,Unhealthy for Sensitive Groups
814,2018-06-25,37,104.7,Unhealthy for Sensitive Groups
815,2018-06-26,32,92.8,Moderate
816,2018-06-27,41,114.5,Unhealthy for Sensitive Groups
817,2018-06-28,69,158.0,Unhealthy
818,2018-06-29,104,176.0,Unhealthy
819,2018-06-30,85,166.2,Unhealthy
820,2018-07-01,25,78.1,Moderate
643,2018-07-02,33,95.0,Moderate
644,2018-07-03,55,149.0,Unhealthy for Sensitive Groups
645,2018-07-04,29,86.5,Moderate
646,2018-07-05,22,71.8,Moderate
647,2018-07-06,19,65.5,Moderate
648,2018-07-07,15,57.1,Moderate
649,2018-07-08,20,67.6,Moderate
650,2018-07-09,28,84.4,Moderate
651,2018-07-10,30,88.6,Moderate
652,2018-07-11,24,76.0,Moderate
653,2018-07-12,19,65.5,Moderate
654,2018-07-13,34,97.1,Moderate
655,2018-07-14,63,154.9,Unhealthy
656,2018-07-15,67,156.9,Unhealthy
657,2018-07-16,43,119.5,Unhealthy for Sensitive Groups
658,2018-07-17,22,71.8,Moderate
659,2018-07-18,18,63.4,Moderate
660,2018-07-19,9,37.5,Good
661,2018-07-21,19,65.5,Moderate
662,2018-07-22,27,82.3,Moderate
663,2018-07-23,28,84.4,Moderate
664,2018-07-24,17,61.3,Moderate
