,date,pm25,AQI,Levels of Concern
740,2018-04-04,43.0,119.5,Unhealthy for Sensitive Groups
741,2018-04-05,42.0,117.0,Unhealthy for Sensitive Groups
742,2018-04-06,46.0,126.9,Unhealthy for Sensitive Groups
743,2018-04-07,27.0,82.3,Moderate
744,2018-04-08,23.0,73.9,Moderate
745,2018-04-09,46.0,126.9,Unhealthy for Sensitive Groups
746,2018-04-10,74.0,160.5,Unhealthy
747,2018-04-11,38.0,107.2,Unhealthy for Sensitive Groups
748,2018-04-12,33.0,95.0,Moderate
749,2018-04-13,40.0,112.1,Unhealthy for Sensitive Groups
750,2018-04-14,46.0,126.9,Unhealthy for Sensitive Groups
751,2018-04-15,53.0,144.1,Unhealthy for Sensitive Groups
752,2018-04-16,70.0,158.5,Unhealthy
753,2018-04-17,71.0,159.0,Unhealthy
754,2018-04-18,60.0,153.3,Unhealthy
755,2018-04-19,52.0,141.6,Unhealthy for Sensitive Groups
756,2018-04-20,44.0,121.9,Unhealthy for Sensitive Groups
757,2018-04-21,55.0,149.0,Unhealthy for Sensitive Groups
758,2018-04-22,53.0,144.1,Unhealthy for Sensitive Groups
759,2018-04-23,21.0,69.7,Moderate
760,2018-04-24,17.0,61.3,Moderate
761,2018-04-25,26.0,80.2,Moderate
762,2018-04-26,23.0,73.9,Moderate
763,2018-04-27,24.0,76.0,Moderate
764,2018-04-28,28.0,84.4,Moderate
765,2018-04-29,29.0,86.5,Moderate
766,2018-04-30,38.0,107.2,Unhealthy for Sensitive Groups
767,2018-05-01,37.0,104.7,Unhealthy for Sensitive Groups
768,2018-05-02,18.0,63.4,Moderate
769,2018-05-03,31.0,90.7,Moderate
770,2018-05-04,37.0,104.7,Unhealthy for Sensitive Groups
771,2018-05-05,37.0,104.7,Unhealthy for Sensitive Groups
772,2018-05-06,35.0,99.2,Moderate
773,2018-05-07,41.0,114.5,Unhealthy for Sensitive Groups
774,2018-05-08,44.0,121.9,Unhealthy for Sensitive Groups
775,2018-05-09,46.0,126.9,Unhealthy for Sensitive Groups
776,2018-05-10,29.0,86.5,Moderate
777,2018-05-11,33.0,95.0,Moderate
778,2018-05-12,48.0,131.8,Unhealthy for Sensitive Groups
779,2018-05-13,49.0,134.2,Unhealthy for Sensitive Groups
780,2018-05-14,50.0,136.7,Unhealthy for Sensitive Groups
781,2018-05-15,56.0,151.3,Unhealthy
782,2018-05-16,66.0,156.4,Unhealthy
783,2018-05-17,62.0,154.4,Unhealthy
784,2018-05-18,54.0,146.6,Unhealthy for Sensitive Groups
785,2018-05-19,28.0,84.4,Moderate
786,2018-05-20,22.0,71.8,Moderate
787,2018-05-21,20.0,67.6,Moderate
788,2018-05-22,37.0,104.7,Unhealthy for Sensitive Groups
789,2018-05-23,41.0,114.5,Unhealthy for Sensitive Groups
790,2018-05-24,40.0,112.1,Unhealthy for Sensitive Groups
791,2018-05-25,26.0,80.2,Moderate
792,2018-05-26,25.0,78.1,Moderate
793,2018-05-27,36.0,102.2,Unhealthy for Sensitive Groups
794,2018-05-28,33.0,95.0,Moderate
795,2018-05-29,25.0,78.1,Moderate
796,2018-05-30,41.0,114.5,Unhealthy for Sensitive Groups
797,2018-05-31,47.0,129.3,Unhealthy for Sensitive Groups
798,2018-06-01,27.0,82.3,Moderate
799,2018-06-02,27.0,82.3,Moderate
800,2018-06-06,13.0,52.9,Moderate
801,2018-06-07,13.0,52.9,Moderate
802,2018-06-08,24.0,76.0,Moderate
803,2018-06-09,21.0,69.7,Moderate
804,2018-06-10,15.0,57.1,Moderate
805,2018-06-11,26.0,80.2,Moderate
806,2018-06-12,40.0,112.1,Unhealthy for Sensitive Groups
807,2018-06-13,30.0,88.6,Moderate
808,2018-06-14,16.0,59.2,Moderate
809,2018-06-15,20.0,67.6,Moderate
810,2018-06-16,34.0,97.1,Moderate
811,2018-06-17,28.0,84.4,Moderate
812,2018-06-18,31.0,90.7,Moderate
813,2018-06-19,29.0,86.5,Moderate
814,2018-06-20,28.0,84.4,Moderate
815,2018-06-21,24.0,76.0,Moderate
816,2018-06-22,21.0,69.7,Moderate
817,2018-06-23,13.0,52.9,Moderate
818,2018-06-24,9.0,37.5,Good
819,2018-06-25,12.0,50.0,Good
820,2018-06-26,12.0,50.0,Good
821,2018-06-27,20.0,67.6,Moderate
822,2018-06-28,25.0,78.1,Moderate
823,2018-06-29,26.0,80.2,Moderate
824,2018-06-30,16.0,59.2,Moderate
825,2018-07-01,11.0,45.8,Good
652,2018-07-02,9.0,37.5,Good
653,2018-07-03,16.0,59.2,Moderate
654,2018-07-04,24.0,76.0,Moderate
655,2018-07-05,21.0,69.7,Moderate
656,2018-07-06,19.0,65.5,Moderate
657,2018-07-07,23.0,73.9,Moderate
658,2018-07-08,28.0,84.4,Moderate
659,2018-07-09,21.0,69.7,Moderate
660,2018-07-10,20.0,67.6,Moderate
661,2018-07-11,25.0,78.1,Moderate
662,2018-07-12,30.0,88.6,Moderate
663,2018-07-13,35.0,99.2,Moderate
664,2018-07-14,42.0,117.0,Unhealthy for Sensitive Groups
665,2018-07-15,32.0,92.8,Moderate
666,2018-07-16,33.0,95.0,Moderate
667,2018-07-17,40.0,112.1,Unhealthy for Sensitive Groups
668,2018-07-18,47.0,129.3,Unhealthy for Sensitive Groups
669,2018-07-19,53.0,144.1,Unhealthy for Sensitive Groups
670,2018-07-20,47.0,129.3,Unhealthy for Sensitive Groups
671,2018-07-21,41.0,114.5,Unhealthy for Sensitive Groups
672,2018-07-22,49.0,134.2,Unhealthy for Sensitive Groups
673,2018-07-23,33.0,95.0,Moderate
674,2018-07-24,25.0,78.1,Moderate
