,date,pm25,AQI,Levels of Concern
171,2020-02-24,15.0,57.1,Moderate
172,2020-02-25,23.0,73.9,Moderate
173,2020-02-26,21.0,69.7,Moderate
174,2020-02-27,15.0,57.1,Moderate
175,2020-02-28,16.0,59.2,Moderate
176,2020-02-29,19.0,65.5,Moderate
177,2020-03-01,23.0,73.9,Moderate
118,2020-03-02,21.0,69.7,Moderate
119,2020-03-03,22.0,71.8,Moderate
120,2020-03-04,40.0,112.1,Unhealthy for Sensitive Groups
121,2020-03-05,16.0,59.2,Moderate
122,2020-03-06,11.0,45.8,Good
123,2020-03-07,18.0,63.4,Moderate
124,2020-03-08,45.0,124.4,Unhealthy for Sensitive Groups
125,2020-03-09,53.0,144.1,Unhealthy for Sensitive Groups
126,2020-03-10,45.0,124.4,Unhealthy for Sensitive Groups
127,2020-03-11,34.0,97.1,Moderate
128,2020-03-12,18.0,63.4,Moderate
129,2020-03-13,18.0,63.4,Moderate
130,2020-03-14,16.0,59.2,Moderate
131,2020-03-15,16.0,59.2,Moderate
132,2020-03-16,22.0,71.8,Moderate
133,2020-03-17,23.0,73.9,Moderate
134,2020-03-18,24.0,76.0,Moderate
135,2020-03-19,18.0,63.4,Moderate
136,2020-03-20,22.0,71.8,Moderate
137,2020-03-21,21.0,69.7,Moderate
138,2020-03-22,17.0,61.3,Moderate
139,2020-03-23,16.0,59.2,Moderate
140,2020-03-24,20.0,67.6,Moderate
141,2020-03-25,30.0,88.6,Moderate
142,2020-03-26,49.0,134.2,Unhealthy for Sensitive Groups
143,2020-03-27,57.0,151.8,Unhealthy
144,2020-03-28,61.0,153.8,Unhealthy
145,2020-03-29,44.0,121.9,Unhealthy for Sensitive Groups
146,2020-03-30,12.0,50.0,Good
147,2020-03-31,13.0,52.9,Moderate
148,2020-04-01,21.0,69.7,Moderate
88,2020-04-02,19.0,65.5,Moderate
89,2020-04-03,23.0,73.9,Moderate
90,2020-04-04,11.0,45.8,Good
91,2020-04-05,16.0,59.2,Moderate
92,2020-04-06,24.0,76.0,Moderate
93,2020-04-07,50.0,136.7,Unhealthy for Sensitive Groups
94,2020-04-08,57.0,151.8,Unhealthy
95,2020-04-09,30.0,88.6,Moderate
96,2020-04-10,23.0,73.9,Moderate
97,2020-04-11,11.0,45.8,Good
98,2020-04-12,13.0,52.9,Moderate
99,2020-04-13,22.0,71.8,Moderate
100,2020-04-14,8.0,33.3,Good
101,2020-04-15,11.0,45.8,Good
102,2020-04-16,12.0,50.0,Good
103,2020-04-17,14.0,55.0,Moderate
104,2020-04-18,10.0,41.7,Good
105,2020-04-19,13.0,52.9,Moderate
106,2020-04-20,13.0,52.9,Moderate
107,2020-04-21,20.0,67.6,Moderate
108,2020-04-22,15.0,57.1,Moderate
109,2020-04-23,15.0,57.1,Moderate
110,2020-04-24,17.0,61.3,Moderate
111,2020-04-25,12.0,50.0,Good
112,2020-04-26,9.0,37.5,Good
113,2020-04-27,12.0,50.0,Good
114,2020-04-28,16.0,59.2,Moderate
115,2020-04-29,9.0,37.5,Good
116,2020-04-30,19.0,65.5,Moderate
117,2020-05-01,29.0,86.5,Moderate
57,2020-05-02,29.0,86.5,Moderate
58,2020-05-03,20.0,67.6,Moderate
59,2020-05-04,15.0,57.1,Moderate
60,2020-05-05,14.0,55.0,Moderate
61,2020-05-06,16.0,59.2,Moderate
62,2020-05-07,20.0,67.6,Moderate
63,2020-05-08,14.0,55.0,Moderate
64,2020-05-09,28.0,84.4,Moderate
65,2020-05-10,13.0,52.9,Moderate
66,2020-05-11,24.0,76.0,Moderate
67,2020-05-12,7.0,29.2,Good
68,2020-05-13,10.0,41.7,Good
69,2020-05-14,7.0,29.2,Good
70,2020-05-15,15.0,57.1,Moderate
71,2020-05-16,12.0,50.0,Good
72,2020-05-17,10.0,41.7,Good
73,2020-05-18,9.0,37.5,Good
74,2020-05-19,10.0,41.7,Good
75,2020-05-20,12.0,50.0,Good
76,2020-05-21,13.0,52.9,Moderate
77,2020-05-22,12.0,50.0,Good
78,2020-05-23,20.0,67.6,Moderate
79,2020-05-24,17.0,61.3,Moderate
80,2020-05-25,28.0,84.4,Moderate
81,2020-05-26,26.0,80.2,Moderate
82,2020-05-27,25.0,78.1,Moderate
83,2020-05-28,23.0,73.9,Moderate
84,2020-05-29,13.0,52.9,Moderate
85,2020-05-30,16.0,59.2,Moderate
86,2020-05-31,13.0,52.9,Moderate
87,2020-06-01,8.0,33.3,Good
27,2020-06-02,14.0,55.0,Moderate
28,2020-06-03,18.0,63.4,Moderate
29,2020-06-04,21.0,69.7,Moderate
30,2020-06-05,35.0,99.2,Moderate
31,2020-06-06,34.0,97.1,Moderate
32,2020-06-07,17.0,61.3,Moderate
33,2020-06-08,12.0,50.0,Good
34,2020-06-09,19.0,65.5,Moderate
35,2020-06-10,22.0,71.8,Moderate
36,2020-06-11,12.0,50.0,Good
37,2020-06-12,12.0,50.0,Good
38,2020-06-13,20.0,67.6,Moderate
39,2020-06-14,19.0,65.5,Moderate
40,2020-06-15,17.0,61.3,Moderate
41,2020-06-16,22.0,71.8,Moderate
42,2020-06-17,27.0,82.3,Moderate
43,2020-06-18,30.0,88.6,Moderate
44,2020-06-19,36.0,102.2,Unhealthy for Sensitive Groups
45,2020-06-20,31.0,90.7,Moderate
46,2020-06-21,33.0,95.0,Moderate
47,2020-06-22,20.0,67.6,Moderate
48,2020-06-23,20.0,67.6,Moderate
49,2020-06-24,21.0,69.7,Moderate
50,2020-06-25,28.0,84.4,Moderate
51,2020-06-26,29.0,86.5,Moderate
52,2020-06-27,27.0,82.3,Moderate
53,2020-06-28,33.0,95.0,Moderate
54,2020-06-29,40.0,112.1,Unhealthy for Sensitive Groups
55,2020-06-30,39.0,109.6,Unhealthy for Sensitive Groups
56,2020-07-01,22.0,71.8,Moderate
0,2020-07-02,13.0,52.9,Moderate
1,2020-07-03,17.0,61.3,Moderate
2,2020-07-04,13.0,52.9,Moderate
3,2020-07-05,11.0,45.8,Good
4,2020-07-06,14.0,55.0,Moderate
5,2020-07-07,12.0,50.0,Good
6,2020-07-08,7.0,29.2,Good
7,2020-07-09,9.0,37.5,Good
8,2020-07-10,9.0,37.5,Good
9,2020-07-11,14.0,55.0,Moderate
10,2020-07-12,11.0,45.8,Good
11,2020-07-13,9.0,37.5,Good
12,2020-07-14,11.0,45.8,Good
13,2020-07-15,18.0,63.4,Moderate
14,2020-07-16,22.0,71.8,Moderate
15,2020-07-17,22.0,71.8,Moderate
16,2020-07-18,16.0,59.2,Moderate
17,2020-07-19,16.0,59.2,Moderate
18,2020-07-20,24.0,76.0,Moderate
19,2020-07-21,27.0,82.3,Moderate
20,2020-07-22,9.0,37.5,Good
21,2020-07-23,6.0,25.0,Good
22,2020-07-24,6.0,25.0,Good
